113.264938,23.187445
113.265048,23.187626
113.265137,23.187784
113.265228,23.187946
113.265310,23.188088
113.265396,23.188235
113.265485,23.188393
113.265591,23.188578
113.265684,23.188741
113.265750,23.188858
113.265841,23.189026
113.265920,23.189169
113.266000,23.189311
113.266093,23.189476
113.266187,23.189641
113.266293,23.189830
113.266403,23.190020
113.266512,23.190210
113.266596,23.190343
113.266662,23.190463
113.266740,23.190606
113.266833,23.190770
113.266914,23.190913
113.266995,23.191055
113.267076,23.191197
113.267144,23.191316
113.267225,23.191458
113.267279,23.191553
113.267346,23.191671
113.267414,23.191790
113.267481,23.191909
113.267562,23.192051
113.267643,23.192193
113.267724,23.192335
113.267805,23.192478
113.267873,23.192596
113.267940,23.192715
113.268035,23.192881
113.268101,23.192998
113.268191,23.193157
113.268268,23.193296
113.268361,23.193463
113.268441,23.193607
113.268518,23.193745
113.268594,23.193881
113.268682,23.194030
113.268814,23.194172
113.269007,23.194227
113.269193,23.194196
113.269364,23.194110
113.269486,23.194049
113.269635,23.193974
113.269788,23.193895
113.269942,23.193816
113.270121,23.193724
113.270275,23.193645
113.270403,23.193579
113.270594,23.193481
113.270736,23.193408
113.270878,23.193337
113.271057,23.193251
113.271216,23.193163
113.271338,23.193102
113.271505,23.193015
113.271672,23.192929
113.271885,23.192849
113.272066,23.192770
113.272231,23.192688
113.272291,23.192544
113.272245,23.192379
113.272165,23.192234
113.272058,23.192042
113.271965,23.191874
113.271872,23.191706
113.271779,23.191538
113.271702,23.191382
113.271629,23.191246
113.271562,23.191130
113.271509,23.191036
113.271442,23.190918
113.271374,23.190799
113.271307,23.190679
113.271213,23.190513
113.271132,23.190369
113.271038,23.190202
113.270944,23.190036
113.270863,23.189892
113.270823,23.189721
113.270783,23.189574
113.270713,23.189405
113.270634,23.189252
113.270556,23.189101
113.270463,23.188922
113.270383,23.188785
113.270290,23.188627
113.270218,23.188496
113.270338,23.188363
113.270493,23.188281
113.270685,23.188185
113.270834,23.188108
113.270985,23.188028
113.271136,23.187949
113.271287,23.187869
113.271438,23.187789
113.271615,23.187697
113.271791,23.187604
113.271968,23.187512
113.272119,23.187434
113.272271,23.187356
113.272471,23.187251
113.272621,23.187172
113.272746,23.187106
113.272921,23.187014
113.273071,23.186935
113.273221,23.186856
113.273369,23.186774
113.273517,23.186691
113.273660,23.186599
113.273814,23.186510
113.273940,23.186426
113.274060,23.186319
113.274073,23.186126
113.274044,23.185975
113.274006,23.185859
113.273978,23.185757
113.273936,23.185604
113.273894,23.185451
113.273864,23.185268
113.273848,23.185136
113.273832,23.185004
113.273813,23.184846
113.273784,23.184667
113.273741,23.184489
113.273697,23.184337
113.273646,23.184159
113.273603,23.184007
113.273565,23.183879
113.273517,23.183724
113.273470,23.183570
113.273422,23.183415
113.273373,23.183261
113.273340,23.183159
113.273299,23.183031
113.273257,23.182902
113.273211,23.182751
113.273159,23.182576
113.273105,23.182408
113.273063,23.182276
113.273017,23.182132
113.272948,23.181932
113.272883,23.181790
113.272797,23.181632
113.272708,23.181509
113.272629,23.181400
113.272568,23.181285
113.272494,23.181147
113.272432,23.181033
113.272386,23.180914
113.272330,23.180770
113.272266,23.180601
113.272191,23.180407
113.272130,23.180208
113.272073,23.180036
113.272005,23.179840
113.271930,23.179643
113.271856,23.179445
113.271800,23.179298
113.271714,23.179104
113.271633,23.178938
113.271550,23.178772
113.271472,23.178636
113.271364,23.178454
113.271282,23.178317
113.271201,23.178180
113.271128,23.178068
113.271029,23.177932
113.270943,23.177797
113.270871,23.177684
113.270800,23.177571
113.270714,23.177436
113.270636,23.177313
113.270566,23.177209
113.270494,23.177077
113.270421,23.176916
113.270344,23.176752
113.270284,23.176605
113.270233,23.176481
113.270161,23.176306
113.270099,23.176156
113.270037,23.176007
113.269985,23.175882
113.269934,23.175760
113.269876,23.175592
113.269823,23.175428
113.269775,23.175287
113.269730,23.175132
113.269685,23.175008
113.269645,23.174909
113.269605,23.174809
113.269555,23.174685
113.269495,23.174536
113.269415,23.174337
113.269345,23.174162
113.269275,23.173986
113.269225,23.173860
113.269175,23.173734
113.269129,23.173610
113.269098,23.173514
113.269070,23.173417
113.269027,23.173267
113.268970,23.173064
113.268927,23.172912
113.268884,23.172760
113.268848,23.172580
113.268829,23.172396
113.268814,23.172238
113.268808,23.172109
113.268815,23.171934
113.268816,23.171747
113.268822,23.171567
113.268856,23.171409
113.268909,23.171231
113.268966,23.171056
113.269028,23.170895
113.269108,23.170729
113.269196,23.170599
113.269316,23.170459
113.269439,23.170322
113.269584,23.170170
113.269698,23.170056
113.269792,23.169961
113.269941,23.169817
113.270080,23.169704
113.270209,23.169605
113.270363,23.169486
113.270532,23.169352
113.270681,23.169237
113.270835,23.169122
113.270960,23.169026
113.271106,23.168911
113.271239,23.168804
113.271337,23.168708
113.271444,23.168588
113.271569,23.168447
113.271691,23.168304
113.271831,23.168139
113.271937,23.167985
113.272004,23.167870
113.272098,23.167708
113.272179,23.167570
113.272273,23.167418
113.272333,23.167308
113.272423,23.167168
113.272537,23.167051
113.272632,23.166953
113.272708,23.166875
113.272822,23.166757
113.272945,23.166646
113.273068,23.166535
113.273191,23.166424
113.273287,23.166329
113.273398,23.166212
113.273471,23.166134
113.273582,23.166017
113.273709,23.165895
113.273825,23.165786
113.273941,23.165677
113.274041,23.165527
113.274141,23.165377
113.274201,23.165236
113.274261,23.165094
113.274312,23.164949
113.274362,23.164774
113.274396,23.164617
113.274435,23.164433
113.274471,23.164247
113.274546,23.164072
113.274582,23.163894
113.274619,23.163709
113.274661,23.163497
113.274698,23.163312
113.274740,23.163100
113.274771,23.162928
113.274815,23.162737
113.274864,23.162595
113.274931,23.162458
113.275005,23.162325
113.275078,23.162199
113.275160,23.162087
113.275244,23.161987
113.275355,23.161877
113.275490,23.161787
113.275680,23.161674
113.275865,23.161611
113.276051,23.161578
113.276185,23.161562
113.276323,23.161550
113.276489,23.161536
113.276643,23.161485
113.276797,23.161433
113.276920,23.161371
113.277077,23.161256
113.277173,23.161156
113.277288,23.161036
113.277394,23.160880
113.277500,23.160724
113.277591,23.160591
113.277667,23.160480
113.277775,23.160323
113.277852,23.160210
113.277913,23.160120
113.277975,23.160030
113.278036,23.159940
113.278147,23.159847
113.278238,23.159687
113.278308,23.159539
113.278367,23.159415
113.278412,23.159266
113.278510,23.159057
113.278617,23.158881
113.278732,23.158733
113.278864,23.158589
113.278959,23.158486
113.279061,23.158391
113.279169,23.158301
113.279298,23.158193
113.279471,23.158048
113.279605,23.157950
113.279767,23.157847
113.279906,23.157758
113.280000,23.157700
113.280125,23.157631
113.280275,23.157547
113.280451,23.157452
113.280633,23.157370
113.280815,23.157287
113.280998,23.157205
113.281158,23.157149
113.281292,23.157105
113.281427,23.157061
113.281623,23.157017
113.281820,23.156976
113.281961,23.156946
113.282130,23.156911
113.282299,23.156875
113.282468,23.156848
113.282664,23.156833
113.282832,23.156821
113.283001,23.156812
113.283146,23.156818
113.283291,23.156824
113.283465,23.156831
113.283640,23.156838
113.283756,23.156843
113.283958,23.156856
113.284129,23.156889
113.284299,23.156923
113.284498,23.156962
113.284668,23.156995
113.284867,23.157034
113.285037,23.157068
113.285207,23.157101
113.285349,23.157129
113.285520,23.157163
113.285661,23.157179
113.285859,23.157197
113.286029,23.157213
113.286199,23.157228
113.286397,23.157247
113.286625,23.157244
113.286825,23.157241
113.286997,23.157239
113.287168,23.157237
113.287310,23.157226
113.287423,23.157213
113.287591,23.157189
113.287791,23.157152
113.287961,23.157120
113.288122,23.157088
113.288312,23.157044
113.288522,23.156998
113.288691,23.156959
113.288858,23.156922
113.289023,23.156887
113.289186,23.156857
113.289356,23.156820
113.289526,23.156785
113.289718,23.156741
113.289904,23.156697
113.290088,23.156662
113.290256,23.156632
113.290453,23.156597
113.290657,23.156576
113.290774,23.156566
113.290950,23.156551
113.291095,23.156548
113.291239,23.156545
113.291355,23.156543
113.291499,23.156540
113.291615,23.156552
113.291760,23.156566
113.291904,23.156581
113.292078,23.156598
113.292193,23.156610
113.292367,23.156627
113.292540,23.156644
113.292772,23.156667
113.292916,23.156682
113.293061,23.156696
113.293177,23.156708
113.293330,23.156714
113.293489,23.156734
113.293655,23.156750
113.293827,23.156767
113.293971,23.156782
113.294143,23.156800
113.294335,23.156823
113.294550,23.156848
113.294769,23.156870
113.294985,23.156893
113.295155,23.156911
113.295326,23.156929
113.295524,23.156951
113.295722,23.156974
113.295911,23.157009
113.296132,23.157040
113.296327,23.157063
113.296466,23.157078
113.296602,23.157092
113.296759,23.157094
113.296947,23.157092
113.297093,23.157104
113.297266,23.157112
113.297409,23.157111
113.297609,23.157111
113.297811,23.157118
113.297957,23.157058
113.298107,23.156928
113.298178,23.156790
113.298063,23.156679
113.297947,23.156568
113.297838,23.156434
113.297761,23.156319
113.297654,23.156161
113.297539,23.156022
113.297416,23.155882
113.297310,23.155762
113.297187,23.155645
113.297044,23.155509
113.296901,23.155372
113.296764,23.155243
113.296629,23.155116
113.296485,23.154958
113.296370,23.154807
113.296271,23.154679
113.296175,23.154516
113.296093,23.154345
113.296011,23.154173
113.295941,23.154026
113.295871,23.153879
113.295801,23.153732
113.295719,23.153561
113.295649,23.153413
113.295567,23.153242
113.295497,23.153095
113.295431,23.152951
113.295356,23.152785
113.295303,23.152641
113.295311,23.152490
113.295351,23.152360
113.295399,23.152235
113.295478,23.152126
113.295598,23.151986
113.295750,23.151922
113.295851,23.151879
113.295952,23.151837
113.296084,23.151807
113.296192,23.151795
113.296300,23.151767
113.296408,23.151745
113.296541,23.151745
113.296732,23.151716
113.296923,23.151688
113.297110,23.151620
113.297243,23.151566
113.297403,23.151501
113.297563,23.151436
113.297740,23.151346
113.297882,23.151252
113.298023,23.151157
113.298141,23.151079
113.298283,23.150985
113.298425,23.150890
113.298566,23.150796
113.298708,23.150702
113.298867,23.150568
113.299003,23.150436
113.299119,23.150320
113.299216,23.150193
113.299304,23.150060
113.299378,23.149949
113.299458,23.149811
113.299523,23.149662
113.299589,23.149514
113.299654,23.149365
113.299707,23.149242
113.299760,23.149120
113.299824,23.148974
113.299887,23.148827
113.299951,23.148680
113.300014,23.148534
113.300056,23.148435
113.300100,23.148335
113.300154,23.148210
113.300209,23.148085
113.300274,23.147935
113.300339,23.147785
113.300394,23.147660
113.300459,23.147510
113.300524,23.147360
113.300590,23.147210
113.300655,23.147060
113.300720,23.146910
113.300785,23.146760
113.300851,23.146610
113.300916,23.146460
113.300991,23.146287
113.301067,23.146113
113.301132,23.145964
113.301197,23.145816
113.301294,23.145592
113.301380,23.145394
113.301456,23.145220
113.301532,23.145047
113.301596,23.144898
113.301672,23.144724
113.301716,23.144599
113.301733,23.144549
